inn,profile,proxy_target,synthetic_default,llm_reason
1645016621.0,"старая укоренившаяся компания. убыточный бизнес, стагнирующая/стабильная выручка. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Предоставление прочих услуг, локация: tatarstan.",0,1.0,"Несмотря на финансовую устойчивость (capital покрывает долги), убыточный бизнес и стагнирующая выручка создают скрытый риск дефолта. Убытки приводят к постепенному истощению собственного капитала, даже если текущие обязательства покрыты. В условиях низкой динамики выручки (revenue_trend_pct ≈ 0) и убыточности (last_prof < 0) компания не может компенсировать издержки, что в долгосрочной перспективе приведет к дефициту капитала. В регионе с низкой макроэкономической динамикой (Татарстан) рост выручки через инновации или расширение рынка маловероятен, что усиливает риск дефолта."
1645017833.0,"старая укоренившаяся компания. убыточный бизнес, сильное падение выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Здравоохранение и социальные услуги, локация: tatarstan.",0,1.0,"Несмотря на финансовую устойчивость (капитал покрывает долги), комбинация убытка и падения выручки в секторе здравоохранения/социальных услуг Татарстана указывает на системные риски. Убыток свидетельствует о низкой марже или неэффективности бизнес-модели, а падение выручки может быть следствием сокращения госзакупок/социальных программ в регионе. Даже при наличии резервов долгосрочная убыточность приведет к истощению капитала, особенно если компания не сможет адаптироваться к изменяющимся условиям финансирования и спроса на услуги."
1645018033.0,"старая укоренившаяся компания. прибыльный бизнес, стагнирующая/стабильная выручка. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Обрабатывающие производства, локация: tatarstan.",0,1.0,"Высокая долговая нагрузка в условиях стагнации выручки и устаревшей производственной базы создает риск дефолта. Обрабатывающие производства в Татарстане чувствительны к колебаниям сырьевой цены и локальному спросу, что усиливает зависимость от низкой рентабельности. Даже прибыльный бизнес без роста выручки не может покрыть растущие обязательства, особенно если собственный капитал не компенсирует долговую нагрузку."
1645018925.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: IT, информация и связь, локация: tatarstan.",0,1.0,"Несмотря на прибыльность и устойчивость финансового положения, активный рост выручки в IT-секторе Татарстана может быть обусловлен временной зависимостью от государственных контрактов или субсидий. В условиях возможного сокращения господдержки или технологического старения инфраструктуры (например, переход на 5G), компания может столкнуться с резким падением спроса. Даже при покрытии долга собственным капиталом, высокая волатильность отрасли и региональная зависимость создают системный риск дефолта."
1645018971.0,"старая укоренившаяся компания. убыточный бизнес, сильное падение выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Государственное управление, локация: tatarstan.",0,1.0,"Компания работает в сфере государственного управления в Татарстане, где бюджетные ограничения и сокращение госзакупок могут резко снизить выручку. Даже при финансовой устойчивости (капитал покрывает долги) убыточный бизнес и падение выручки указывают на снижение ликвидности. В условиях возможного дефицита бюджета региона или реформирования госуправления компания может столкнуться с долговым кризисом, так как её доходы зависят от нестабильных государственных источников."
1645027020.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: tatarstan.",0,1.0,"Высокая долговая нагрузка в условиях активного роста выручки может маскировать ухудшение финансовой структуры. В регионе с зависимостью от нефтегазовой промышленности (Татарстан) спад в этой сфере может снизить спрос на автосервисы, что ударит по росту выручки. Если долг увеличивается быстрее прибыли, компания столкнётся с дефицитом ликвидности даже при положительных финансовых результатах. Сезонные колебания спроса на автосервисы в холодном климате также усиливают риск неспособности покрыть текущие обязательства."
1645027510.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: tatarstan.",0,1.0,"Высокая долговая нагрузка (last_debt) в условиях активного роста выручки (revenue_trend_pct > 0) создает риск дефолта из-за возможной неспособности компании покрыть процентные платежи по кредитам. В сфере автосервиса и торговли в Татарстане, где зависимость от локального спроса и сырьевых цен высока, рост выручки может быть временным, а долговая нагрузка — устойчивым фактором риска. Если прибыль (last_prof) не растет пропорционально долгу, компания столкнется с дефицитом ликвидности и увеличенной вероятностью банкротства."
1645029490.0,"зрелая компания. убыточный бизнес, стагнирующая/стабильная выручка. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Транспортировка и хранение, локация: tatarstan.",0,1.0,"Несмотря на финансовую устойчивость (капитал покрывает долги), убыточная модель бизнеса в сфере транспортировки и хранения с стагнирующей выручкой создает риск долгосрочной нестабильности. В условиях роста цен на топливо, инфляции и снижения спроса на логистику (например, из-за экономической стагнации в Татарстане) убытки могут истощить собственный капитал даже при отсутствии краткосрочных дефицитов. Стабильная выручка не компенсирует рост операционных расходов, что приведет к постепенному снижению финансовой устойчивости и увеличению вероятности дефолта."
1645029638.0,"зрелая компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Здравоохранение и социальные услуги, локация: tatarstan.",0,0.0,"Активный рост выручки и устойчивая структура капитала снижают риск дефолта, но ключевой фактор — зависимость от государственных субсидий в здравоохранении. Если бюджет Татарстана сократит финансирование социальных услуг из-за экономической нестабильности или перераспределения ресурсов, компания может столкнуться с падением прибыли, несмотря на рост выручки. Однако текущая устойчивость капитала и прибыльный бизнес позволяют компенсировать возможные шоки в краткосрочной перспективе."
1645030792.0,"зрелая компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Водоснабжение и утилизация отходов, локация: tatarstan.",0,1.0,"Высокий рост выручки в условиях инфраструктурного сектора (водоснабжение/отходы) может быть спровоцирован увеличением долговой нагрузки, а не улучшением операционной эффективности. В Татарстане зависимость от государственных контрактов и регулируемой среды повышает риски: при сокращении субсидий или изменении нормативов (например, в связи с экологическими санкциями) компания может столкнуться с дефицитом ликвидности. Даже прибыльный бизнес в сфере утилизации отходов сталкивается с высокими капитальными вложениями и ростом процентных расходов, что усиливает риск дефолта при неправильной структуре капитала."
1645032158.0,"зрелая компания. убыточный бизнес, сильное падение выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Транспортировка и хранение, локация: tatarstan.",0,1.0,"Несмотря на финансовую устойчивость (капитал покрывает долги), убыточный бизнес в условиях сильного падения выручки создает риск дефолта. В сфере транспортировки и хранения спрос зависит от локальных экономических факторов (например, нефтегазовой промышленности Татарстана). Падение выручки может указывать на сокращение объемов перевозок или ухудшение ликвидности. Убыток снижает способность компании покрывать текущие обязательства даже при стабильном капитале, что повышает вероятность дефолта в долгосрочной перспективе."
1645032800.0,"зрелая компания. убыточный бизнес, сильное падение выручки. критический риск (отрицательный капитал при наличии долгов). Деятельность ведется в сфере: Предоставление прочих услуг, локация: tatarstan.",0,1.0,"Комбинация отрицательного капитала и краткосрочных обязательств создает циклический эффект: падение выручки усиливает убыточность, что приводит к дальнейшему сокращению собственного капитала. В сфере 'прочих услуг' в регионе с зависимой от макроэкономических факторов экономикой (Татарстан) даже небольшие колебания спроса могут привести к неспособности покрыть обязательства, особенно при отсутствии ликвидных активов или резервов. Убыточный зрелый бизнес без роста выручки подвержен систематическому ухудшению финансовой устойчивости."
1645033747.0,"зрелая компания. убыточный бизнес, сильное падение выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Строительство, локация: tatarstan.",0,1.0,"Несмотря на финансово устойчивое положение (капитал покрывает долги), убыточный бизнес в строительстве при сильном падении выручки создает риск долгосрочной нестабильности. В условиях экономической спада в Татарстане (например, снижение инвестиций в инфраструктуру или государственные заказы) компания может столкнуться с накоплением убытков, что приведет к росту долговой нагрузки и снижению ликвидности. Убыточность бизнеса даже при покрытии текущих обязательств указывает на неэффективность модели, которая в условиях падения выручки может обернуться дефолтом."
1646001353.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Обрабатывающие производства, локация: tatarstan.",0,1.0,"Несмотря на прибыльный бизнес и финансовую устойчивость, рост выручки в обрабатывающих производствах может сопровождаться увеличением долговой нагрузки из-за инвестиций в оборудование. В условиях нестабильности сырьевых рынков (включая Татарстан) даже устойчивый капитал может столкнуться с риском дефолта при резком падении спроса или росте процентных ставок."
1646021825.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Обрабатывающие производства, локация: tatarstan.",0,0.0,"Несмотря на прибыльный бизнес и рост выручки, ключевой риск связан с зависимостью от сырьевых рынков в Татарстане. Обрабатывающие производства часто сталкиваются с резким падением спроса при сокращении государственных инвестиций или утечке квалифицированных кадров из региона. Если компания не имеет долгосрочных контрактов на экспорт/внутренний рынок, рост выручки может быть иллюзорным — например, через увеличение кредиторской задолженности или субсидии от государства. Финансовая устойчивость (капитал > долги) снижает риск дефолта, но не исключает его при резком падении спроса на продукцию."
1646028041.0,"старая укоренившаяся компания. убыточный бизнес, стагнирующая/стабильная выручка. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Строительство, локация: tatarstan.",0,1.0,"Стагнация выручки в строительной отрасли Татарстана сочетается с убытками, что указывает на снижение спроса и рост издержек. Даже при финансовой устойчивости (капитал покрывает долги) длительный убыток приведет к накоплению скрытых обязательств и истощению собственного капитала, что повышает риск дефолта."
1646031164.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Строительство, локация: tatarstan.",0,1.0,"Высокая долговая нагрузка в строительной отрасли Татарстана может привести к риску дефолта даже при росте выручки. Строительство требует значительных инвестиций и длительного срока окупаемости, что увеличивает зависимость от кредитов. Если компания не учитывает риски макроэкономической нестабильности региона (например, снижение спроса на жилье или государственные ограничения), долговые обязательства могут превысить способности к погашению, особенно при росте выручки, но без соответствующего увеличения собственного капитала."
1646037046.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Профессиональная и научная деятельность, локация: tatarstan.",0,1.0,"Высокая долговая нагрузка и активный рост выручки в условиях ограниченной ликвидности собственного капитала создают риски. В сфере профессиональной деятельности (например, научных исследований) прибыльность часто зависит от государственных субсидий или крупных заказов, которые могут быть нестабильны. Если долговая нагрузка превышает способности компании к погашению за счет операционного денежного потока (в условиях роста выручки без соответствующего роста прибыли), это увеличивает вероятность дефолта, особенно в регионе с зависимостью от местных экономических факторов (Татарстан)."
1646037247.0,"старая укоренившаяся компания. убыточный бизнес, сильное падение выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Профессиональная и научная деятельность, локация: tatarstan.",0,1.0,"Несмотря на финансово устойчивую структуру (капитал покрывает долги), комбинация убыточного бизнеса и сильного падения выручки в условиях регионной специфики Татарстана создает системный риск. В сфере профессиональной и научной деятельности высокие затраты на R&D часто не компенсируются в краткосрочной перспективе, особенно при сокращении государственных или местных заказов. Падение выручки может привести к необходимости дотаций или реорганизации, что снижает ликвидность даже при наличии собственного капитала. Убыток в таких отраслях часто маскирует долгосрочные риски, связанные с технологической нестабильностью и зависимостью от региональных экономических циклов."
1646040049.0,"зрелая компания. убыточный бизнес, сильное падение выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Обрабатывающие производства, локация: tatarstan.",0,1.0,"Несмотря на финансовую устойчивость (капитал покрывает долги), убыточный бизнес с резким падением выручки в обрабатывающей промышленности Татарстана указывает на системные проблемы. Убытки снижают собственный капитал, что может привести к его истощению даже при покрытии долгов. В условиях низкой ликвидности и зависимость от местных рынков (например, государственных заказов или сырьевой базы) падение выручки усугубляет финансовую нагрузку. Долгосрочные убытки в зрелой компании свидетельствуют о неэффективности модели бизнеса или внешних шоках (инфляция, санкции), что повышает риск дефолта."
1646042487.0,"зрелая компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: tatarstan.",0,1.0,"Несмотря на прибыльный бизнес и рост выручки, компания в сфере автосервиса в Татарстане может столкнуться с риском дефолта из-за высокой зависимости от локального рынка. Регион имеет ограниченную динамику спроса на услуги (например, сезонность ремонта зимой), а рост выручки может быть обусловлен краткосрочными факторами (например, субсидии или государственные программы). Даже при покрытии долга собственным капиталом, долгосрочные риски (инфляция, рост цен на запчасти, снижение спроса из-за экономической нестабильности в регионе) могут привести к ухудшению финансовой устойчивости."
1646044068.0,"зрелая компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: tatarstan.",0,1.0,"Высокая долговая нагрузка и активный рост выручки могут создать несоответствие между денежными потоками и обязательствами. В условиях региональной специфики Татарстана (низкая ликвидность рынка, сезонные колебания спроса на автосервисы) рост долга без соответствующего увеличения собственного капитала приведет к риску дефолта. Компания может столкнуться с проблемой погашения процентных платежей, если рост выручки не покрывает долговые обязательства и операционные расходы."
1646045946.0,"зрелая компания. убыточный бизнес, сильное падение выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Транспортировка и хранение, локация: tatarstan.",0,1.0,"Компания, несмотря на финансовую устойчивость (capital > debt), сталкивается с критическим риском дефолта из-за сочетания убыточного бизнеса и резкого падения выручки. В сфере транспортировки и хранения высокая зависимость от спроса на логистические услуги в регионе с сырьевой экономикой (Татарстан). Убыток указывает на неэффективность операционной модели, а падение выручки свидетельствует о снижении спроса. Даже при наличии резервов долгосрочные обязательства могут стать проблемой, если компания не сможет восстановить рост выручки в ближайшие 12-18 месяцев."
1646046548.0,"зрелая компания. прибыльный бизнес, активный рост выручки. критический риск (отрицательный капитал при наличии долгов). Деятельность ведется в сфере: Финансы и страхование, локация: tatarstan.",0,1.0,"Компания находится в положении 'долговой ловушки', где отрицательный капитал (собственный капитал < долговые обязательства) создает системный риск. В сфере финансов и страхований регуляторные требования к капиталу строгое, а рост выручки может маскировать неспособность покрыть проценты по долгам. Татарстанская локация усиливает зависимость от региональных экономических колебаний, что повышает вероятность дефолта при критическом уровне долга."
1646046812.0,"зрелая компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: tatarstan.",0,1.0,"Несмотря на прибыльный бизнес и финансовую устойчивость, сектор автотранспорта в Татарстане чувствителен к макроэкономическим колебаниям (падение спроса на автомобили, рост цен на топливо). Активный рост выручки может быть обусловлен временной выгодой от субсидий или налоговых льгот, а не устойчивым ростом прибыли. Долгосрочная зависимость от регионального рынка и возможное снижение спроса на ремонт/торговлю из-за экономической нестабильности в Татарстане создают скрытый риск дефолта."
1646046820.0,"зрелая компания. убыточный бизнес, стагнирующая/стабильная выручка. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Обрабатывающие производства, локация: tatarstan.",0,1.0,"Несмотря на финансовую устойчивость (капитал покрывает долги), стагнация выручки и убыточный бизнес в обрабатывающей промышленности Татарстана создают скрытый риск. Убытки, несмотря на текущее покрытие долгов, истощают собственный капитал, что может привести к дефициту ликвидности при росте издержек или падении спроса. В условиях отраслевой зависимости от сырьевой базы и региональной экономической динамики (например, снижение инвестиций в инфраструктуру) убыточный бизнес без роста выручки становится критичным фактором дефолта."
1646047340.0,"зрелая компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Административная деятельность, локация: tatarstan.",0,1.0,"Высокая долговая нагрузка в сочетании с зависимостью от регионального рынка (Татарстан) и административной деятельности создает системный риск. Даже при росте выручки, если долговые обязательства не покрываются операционным денежным потоком, компания может столкнуться с дефицитом ликвидности. Административная деятельность в регионе подвержена политическим и экономическим рискам (например, сокращение госзакупок или региональные ограничения), что усиливает вероятность дефолта."
1647004124.0,"старая укоренившаяся компания. убыточный бизнес, активный рост выручки. критический риск (отрицательный капитал при наличии долгов). Деятельность ведется в сфере: Операции с недвижимостью, локация: tatarstan.",0,1.0,"Компания находится в убыточном положении с отрицательным капиталом и долговыми обязательствами, что создает риски дефолта даже при росте выручки. В условиях нестабильности регионального рынка недвижимости (Татарстан) и высокой зависимости от ликвидности, убыточный бизнес может привести к невозможности погашения долгов без внешней поддержки или реорганизации. Рост выручки не компенсирует отсутствие прибыли, что усиливает риск дефолта."
1647006330.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Добыча полезных ископаемых, локация: tatarstan.",0,1.0,"Компания в добыче полезных ископаемых в Татарстане демонстрирует рост выручки, но высокая долговая нагрузка может привести к дефолту. В отрасли с нестабильными ценами на сырьё (например, нефть) даже прибыльный бизнес сталкивается с риском: если рост выручки не компенсирует рост долгов и процентных платежей, компания может потерять способность погашать обязательства. Дополнительно, зависимость от сырьевых цен в регионе увеличивает волатильность финансового положения, что усиливает риск дефолта."
1647015422.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Транспортировка и хранение, локация: tatarstan.",0,1.0,"Высокая долговая нагрузка в условиях региональной специфики Татарстана (локализация бизнеса, зависимость от местных экономических циклов) сочетается с ростом выручки в сфере транспортировки и хранения — секторе с низкой маржинальностью. Даже прибыльный бизнес может столкнуться с риском дефолта из-за ограниченной способности к диверсификации рисков, высокой зависимости от локальных клиентов и возможного ухудшения доступа к кредитным ресурсам в условиях макроэкономической нестабильности. Рост выручки может маскировать падение финансовой устойчивости при сохранении высокого уровня долгов."
1647017652.0,"зрелая компания. убыточный бизнес, сильное падение выручки. критический риск (отрицательный капитал при наличии долгов). Деятельность ведется в сфере: Транспортировка и хранение, локация: tatarstan.",0,1.0,"Компания находится в секторе транспортировки и хранения, где высокая зависимость от логистических цепочек и спроса на промышленные товары. Падение выручки сочетается с отрицательным капиталом и долгами — это создает каскад рисков: низкие денежные потоки не покрывают обязательства, а убыточный бизнес в условиях стагнации региональной экономики (Татарстан) приведет к невозможности рефинансирования. Даже зрелая компания без ликвидности и роста выручки столкнется с дефолтом."
1647018670.0,"зрелая компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: tatarstan.",0,1.0,"Несмотря на прибыльный бизнес и финансовую устойчивость, рост выручки в сфере автотранспорта в Татарстане может быть связан с временным спросом на услуги (например, сезонное увеличение числа автомобилей или краткосрочные программы лояльности). В условиях возможного снижения доходов населения из-за макроэкономических факторов (инфляция, падение цен на топливо) спрос на ремонт и торговлю автотранспортом может сократиться. Даже при покрытии долгов собственный капитал не гарантирует устойчивости в условиях снижения ликвидности или роста конкурентного давления."
1648003035.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Обрабатывающие производства, локация: tatarstan.",0,0.0,"Активный рост выручки в условиях санкционного давления на сырьевые рынки может привести к резкому увеличению долговой нагрузки (last_debt), особенно если компания инвестирует в модернизацию оборудования. В то же время, устойчивость финансового положения (capital > debt) и прибыльность бизнеса создают буфер против шоков, но рост выручки без соответствующего роста прибыли может указывать на издержки, связанные с увеличением долга. В условиях снижения спроса на промышленную продукцию в Татарстане (из-за утечки инвестиций и санкций) даже финансово устойчивая компания может столкнуться с риском дефолта, если не сможет перейти на более высокие маржи."
1648014541.0,"старая укоренившаяся компания. убыточный бизнес, сильное падение выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Административная деятельность, локация: tatarstan.",0,1.0,"Несмотря на финансовую устойчивость (капитал покрывает долги), комбинация убыточного бизнеса и сильного падения выручки создает риск дефолта. Административная деятельность в Татарстане часто зависит от государственных контрактов, которые могут быть под угрозой из-за сокращения бюджетных расходов или реформирования госаппарата. Убыточность при падающих доходах истощает резервы капитала, что приведет к неспособности обслуживать долговые обязательства в долгосрочной перспективе, даже если текущая ликвидность сохранена."
