inn,profile,proxy_target,synthetic_default,llm_reason
7838436616.0,"старая укоренившаяся компания. убыточный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Операции с недвижимостью, локация: sankt-petersburg.",0,1.0,"Активный рост выручки в убыточном бизнесе с недвижимостью в Санкт-Петербурге может быть признаком неправильной модели ценообразования или излишней зависимости от краткосрочных арендных доходов. В условиях нестабильности рынка недвижимости (например, снижение спроса на коммерческую недвижимость или рост процентных ставок) убыточность может привести к падению ликвидности, даже если капитал покрывает долги. Компания может быть вовлечена в долгосрочные обязательства (например, ипотека на недвижимость), которые становятся проблемой при снижении арендной платы или удорожании кредитов."
7717294149.0,"зрелая компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Профессиональная и научная деятельность, локация: moscow city.",0,1.0,"Высокая долговая нагрузка в сочетании с активным ростом выручки создает риск дефолта. Даже прибыльный бизнес в сфере профессиональной деятельности может столкнуться с проблемой, если рост выручки не компенсирует рост текущих обязательств. В условиях высокой закредитованности (last_debt) и ограниченного собственного капитала (last_cap), компания может столкнуться с трудностями в обслуживании долга, особенно если рост выручки не сопровождается соответствующим ростом прибыли. Это приведет к ухудшению финансового результата и увеличению вероятности дефолта."
7720291243.0,"зрелая компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: moscow city.",0,1.0,"Высокая долговая нагрузка в условиях конкурентной среды Москвы и рост выручки, вероятно, обусловлен заимствованиями, а не улучшением эффективности. Собственный капитал, вероятно, недостаточен для покрытия текущих обязательств, что создает риск дефолта даже при положительной прибыли."
7716801519.0,"зрелая компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Профессиональная и научная деятельность, локация: moscow city.",0,1.0,"Высокая долговая нагрузка в условиях активного роста выручки может указывать на зависимость от заемных средств для финансирования расширения. В сфере профессиональной и научной деятельности (например, высокотехнологичные или исследовательские проекты) прибыльность часто зависит от долгосрочных инвестиций в R&D, которые не дают быстрых денежных потоков. Если рост выручки не сопровождается пропорциональным ростом чистой прибыли (last_prof), компания может столкнуться с дефицитом собственного капитала (last_cap) и неспособностью покрыть текущие обязательства (last_debt). В условиях высоких арендных ставок в Moscow City это усиливает риск дефолта, особенно если рост выручки не обеспечивает достаточной ликвидности для погашения долгов."
7707427551.0,"зрелая компания. убыточный бизнес, стагнирующая/стабильная выручка. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: IT, информация и связь, локация: moscow city.",0,1.0,"Несмотря на финансовую устойчивость, убыточный бизнес с стагнирующей выручкой в высококонкуренной IT-сфере Москвы может указывать на неэффективное распределение ресурсов или отсутствие инвестиций в инновации. Стабильная выручка в условиях динамичного рынка связи и ИТ-технологий часто свидетельствует о сдерживании роста из-за высоких операционных затрат (аренда, персонал в центре Москвы) или неспособности адаптироваться к трансформации отрасли (например, переход на облачные технологии). Это создает риск снижения ликвидности и долгосрочной устойчивости даже при покрытии текущих обязательств."
7727423033.0,"зрелая компания. убыточный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Профессиональная и научная деятельность, локация: moscow city.",0,1.0,"Несмотря на финансovую устойчивость и рост выручки, убыточный бизнес в высокозатратной сфере (профессиональная деятельность в Moscow City) может привести к дефолту. Рост выручки не компенсирует затраты на аренду и инфраструктуру, а убытки от R&D-инвестиций создают риски для долгосрочной ликвидности, особенно при сокращении государственных субсидий или технологических сдвигах в отрасли."
6679053123.0,"зрелая компания. убыточный бизнес, сильное падение выручки. критический риск (отрицательный капитал при наличии долгов). Деятельность ведется в сфере: Профессиональная и научная деятельность, локация: sverdlovsk.",0,1.0,"Комбинация убыточного бизнеса с падением выручки и отрицательным капиталом при наличии долгов создает цепную реакцию: снижение выручки усугубляет дефицит собственного капитала, что делает невозможным покрытие текущих обязательств. В условиях зрелости бизнеса (низкая ликвидность активов) падение спроса в регионе (Свердловск) и сокращение государственных заказов в сфере науки/исследований приведет к невозможности погашения долгов, даже при наличии активов. Это формирует «финансовый коллапс»: компания не может покрыть обязательства без внешнего финансирования, что подтверждает высокий риск дефолта."
7702417398.0,"зрелая компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Гостиницы и общепит, локация: moscow city.",0,1.0,"Несмотря на прибыльный бизнес и финансовую устойчивость, высокая конкуренция в Москве, рост арендных платежей и инфляционные давления могут снизить маржинальную эффективность. Активный рост выручки может маскировать рост издержек, особенно если ликвидность не покрывает резкое увеличение долговой нагрузки в условиях экономической нестабильности."
7721533382.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: moscow city.",0,0.0,"Несмотря на прибыльный бизнес и рост выручки, высокая конкуренция в Москве City и зависимость от дорогостоящей локации могут привести к росту операционных издержек. Если рост выручки не сопровождается увеличением чистой прибыли (last_prof), а текущие обязательства (last_debt) растут быстрее, это создает риск дефицита ликвидности даже при наличии собственного капитала (last_cap)."
7702411759.0,"зрелая компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Операции с недвижимостью, локация: moscow city.",0,0.0,"Активный рост выручки и финансовая устойчивость (капитал покрывает долги) указывают на стабильность. Однако в сфере недвижимости в Москве City высокая зависимость от ликвидности: даже прибыльный бизнес может столкнуться с риском дефолта из-за резкого падения спроса на премиальные объекты или увеличения долговых обязательств. Если компания не сможет быстро переключиться на более ликвидные активы (например, арендные доходы), это может привести к дефициту денежных средств при росте процентных ставок."
7703322702.0,"старая укоренившаяся компания. прибыльный бизнес, сильное падение выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Профессиональная и научная деятельность, локация: moscow city.",0,1.0,"Несмотря на финансовую устойчивость (капитал покрывает долги), сильное падение выручки в отрасли с высокой технологической спецификой и локацией в Москве City может указывать на системные риски: снижение государственных инвестиций в научную деятельность, утечку квалифицированных кадров или замедление инновационных проектов. Прибыльный бизнес в условиях падения выручки часто сталкивается с деградацией ликвидности, особенно если рост выручки не компенсирует затраты на поддержание конкурентоспособности (например, R&D-расходы). Это создает риск дефолта даже при наличии достаточного капитала."
7743239994.0,"зрелая компания. убыточный бизнес, стагнирующая/стабильная выручка. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Здравоохранение и социальные услуги, локация: moscow city.",0,1.0,"Несмотря на финансовую устойчивость (капитал покрывает долги), убыточный бизнес в зрелой отрасли с низкой выручкой может привести к накоплению скрытых долгов и снижению капитала. В здравоохранении высокие издержки на персонал и регуляторные требования могут ограничить прибыльность, особенно если компания не инвестирует в цифровизацию или оптимизацию процессов. Стагнация выручки в условиях роста затрат создает риск долгосрочного дефолта."
7814128690.0,"старая укоренившаяся компания. прибыльный бизнес, сильное падение выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Профессиональная и научная деятельность, локация: sankt-petersburg.",0,1.0,"Комбинация падения выручки и высокой долговой нагрузки создает критический риск дефолта. В условиях ухудшения финансового результата (last_prof) компания не может покрывать текущие обязательства (last_debt), особенно если собственный капитал (last_cap) ослаблен. Старая укоренившаяся компания в сфере научной деятельности в Санкт-Петербурге сталкивается с риском снижения спроса на инновационные услуги, что усиливает зависимость от краткосрочных кредитов и делает невозможным долгосрочное выживание без реструктуризации долга."
2315216663.0,"зрелая компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: krasnodar.",0,0.0,"Активный рост выручки в зрелой компании может маскировать скрытые риски: в сфере автотранспорта высокая зависимость от сезонных колебаний спроса (например, снижение ремонта автомобилей зимой) и локализация в Краснодаре (регион с нестабильной экономикой). Даже при устойчивом капитале, если рост выручки не сопровождается ростом ликвидности (например, увеличением дебиторской задолженности), это может привести к дефициту денежного потока. Компания может быть вовлечена в конкуренцию за клиентов, что снижает маржинальную прибыль и ухудшает платежеспособность."
7842169280.0,"зрелая компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Строительство, локация: sankt-petersburg.",0,1.0,"Активный рост выручки в строительной отрасли Санкт-Петербурга часто сопряжен с ростом долговой нагрузки из-за высоких инвестиционных требований к проектам. Однако если рост выручки не сопровождается пропорциональным ростом прибыли (показатель last_prof), компания может столкнуться с дестабилизацией финансовой структуры. Высокая долговая нагрузка (last_debt) в сочетании с низкой долей собственного капитала (last_cap) увеличивает финансовую уязвимость, особенно при снижении спроса на строительные услуги или росте процентных ставок. В условиях макроэкономической нестабильности (например, санкций или падения инвестиционной активности в регионе) это может привести к дефолту."
7713649915.0,"старая укоренившаяся компания. убыточный бизнес, сильное падение выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: moscow city.",0,1.0,"Несмотря на финансово устойчивую структуру (капитал покрывает долги), комбинация убыточного бизнеса и падения выручки в конкурентной нише автосервисов Москвы создает риск дефолта. Убыток снижает операционные денежные потоки, что может привести к неспособности обслуживать долговые обязательства при росте текущих расходов (например, аренда в Moscow City). Даже при наличии собственного капитала, без роста выручки и прибыли компания будет терять ликвидность, особенно если рынок автосервисов переживает спад из-за снижения спроса на автомобили или повышения конкуренции."
6671438964.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Административная деятельность, локация: sverdlovsk.",0,1.0,"Несмотря на прибыльный бизнес и рост выручки, административная деятельность в Свердловске характеризуется низкой маржинальностью и зависимостью от государственных контрактов. Даже если сейчас капитал покрывает долги, долгосрочные тренды могут быть уязвимыми: сокращение бюджетных расходов, рост операционных издержек и ограниченный потенциал роста в отрасли создают системные риски. Компания может столкнуться с дефицитом ликвидности при срыве крупного контракта или ухудшении макроэкономической среды, что приведет к дефолту."
7734422640.0,"зрелая компания. убыточный бизнес, сильное падение выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Транспортировка и хранение, локация: moscow city.",0,1.0,"Несмотря на финансовую устойчивость (капитал покрывает долги), сильное падение выручки в зрелой компании из сферы транспортировки и хранения (Москва) указывает на системный риск. В этой отрасли спрос напрямую зависит от экономической активности и логистических цепочек. Убыточный бизнес подчеркивает низкую маржинальность, что усугубляется падением выручки. Даже при наличии резервов капитала, долгосрочные обязательства могут быть не покрыты прибылью, если операционная эффективность снизится. В условиях высокой конкуренции в центре Москвы и возможного спада спроса на логистику (например, из-за ухудшения макроэкономической среды), компания не сможет компенсировать потери, что приведет к дефолту."
2367006650.0,"зрелая компания. убыточный бизнес, стагнирующая/стабильная выручка. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Административная деятельность, локация: krasnodar.",0,1.0,"Несмотря на финансовую устойчивость (капитал покрывает долги), убыточный бизнес в административной сфере с стагнирующей выручкой создает риск долгосрочной нестабильности. Убытки, даже при стабильных денежных потоках, могут привести к накоплению скрытых обязательств (например, социальные выплаты в регионе Краснодара) и снижению ликвидности. В условиях роста налогов или сокращения государственных субсидий убыток может перерасти в систематическую неспособность покрывать текущие расходы, что увеличивает вероятность дефолта."
7727692950.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: IT, информация и связь, локация: moscow city.",0,0.0,"Несмотря на прибыльный бизнес и рост выручки, высокая конкуренция в IT-сфере и зависимость от быстро меняющихся технологий могут привести к снижению маржи. Если компания не инвестирует в R&D для поддержания конкурентоспособности, рост выручки может стать временным, а устойчивая прибыльность — иллюзорной. Даже при покрытии долга собственными средствами, долгосрочные риски отраслевой деструктивной инновации могут обернуться дефолтом."
7819040489.0,"зрелая компания. убыточный бизнес, сильное падение выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: sankt-petersburg.",0,1.0,"Компания находится в зрелой фазе, но убыточный бизнес с падением выручки указывает на снижение спроса или неэффективность модели. Высокая долговая нагрузка (закредитованность) и низкий собственный капитал создают риски дефолта: даже при стабильной ликвидности, падение выручки ухудшает покрытие обязательств, а высокие процентные платежи по долгам усиливают финансовый стресс. В условиях конкуренции на рынке автосервиса в Санкт-Петербурге (где концентрация бизнеса и инфляционные факторы снижают маржинальность) убыток может привести к невозможности погашения долгов без внешнего финансирования, что повышает вероятность дефолта."
6685097190.0,"зрелая компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: sverdlovsk.",0,1.0,"Высокая долговая нагрузка в условиях роста выручки и низкого собственного капитала создает риск дефолта: даже прибыльный бизнес в автосервисной сфере может столкнуться с кризисом платежеспособности, если рост выручки не покрывает процентные расходы по кредитам. В условиях региональной экономической нестабильности (Свердловск) и высокой конкуренции в отрасли, низкий уровень собственного капитала усиливает зависимость от внешних источников финансирования, что повышает вероятность дефолта."
2320104267.0,"старая укоренившаяся компания. прибыльный бизнес, стагнирующая/стабильная выручка. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Операции с недвижимостью, локация: krasnodar.",0,1.0,"Стагнирующая выручка в условиях сегментной специфики недвижимости Краснодара (низкая ликвидность, зависимость от региональных экономических факторов) сочетается с высокой долей текущих обязательств. Даже при финансовой устойчивости долгосрочная стагнация выручки снижает потенциал роста собственного капитала, что увеличивает риск дефолта из-за неспособности адаптироваться к изменениям на рынке."
7839486049.0,"старая укоренившаяся компания. убыточный бизнес, активный рост выручки. критический риск (отрицательный капитал при наличии долгов). Деятельность ведется в сфере: Транспортировка и хранение, локация: sankt-petersburg.",0,1.0,"Компания находится в секторе транспортировки и хранения, где рост выручки может быть обусловлен временным спросом или снижением цен, а не устойчивой прибыльностью. Отрицательный капитал (last_cap) при наличии долгов (last_debt) создает критическую финансовую нагрузку: проценты по кредитам будут превышать возможные доходы от роста выручки (revenue_trend_pct), что приведет к ухудшению ликвидности. В условиях высокой конкуренции в Санкт-Петербурге и сезонных колебаний спроса на услуги транспорта, убыточный бизнес не сможет покрыть обязательства, что увеличивает риск дефолта."
7719825660.0,"старая укоренившаяся компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: moscow city.",0,0.0,"Несмотря на устойчивое финансовое положение и рост выручки, высокая конкуренция в Москве и зависимость от спроса на услуги автосервиса (например, снижение спроса из-за перехода на электромобили) могут привести к сокращению маржи. Если рост выручки не компенсирует увеличение затрат на обслуживание клиентов и инвестиции в технологизацию, это создаст риск дефолта."
7803056074.0,"старая укоренившаяся компания. убыточный бизнес, сильное падение выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Операции с недвижимостью, локация: sankt-petersburg.",0,1.0,"Несмотря на финансовую устойчивость (капитал покрывает долги), сильное падение выручки в сфере недвижимости в Санкт-Петербурге указывает на системные риски: снижение спроса на жилье/коммерческую недвижимость, ухудшение ликвидности активов и возможную переоценку имущества. Убыточный бизнес подчеркивает неспособность покрывать операционные расходы из текущих доходов, что создает риск дефолта даже при наличии резервного капитала."
7722125040.0,"старая укоренившаяся компания. прибыльный бизнес, стагнирующая/стабильная выручка. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Обрабатывающие производства, локация: moscow city.",0,1.0,"Стагнация выручки в обрабатывающих производствах на Московской финансовой площадке сочетается с высокой чувствительностью к макроэкономическим шокам (инфляция, рост процентных ставок). Даже при устойчивом капитале, если бизнес не инновационен и не масштабируется, риски дефолта возрастают из-за снижения ликвидности в условиях сужающегося рынка. Старые игроки часто теряют конкурентоспособность при отсутствии технологических инвестиций, что приводит к падению чистой прибыли и увеличению долговой нагрузки."
7720346830.0,"зрелая компания. прибыльный бизнес, активный рост выручки. высокая долговая нагрузка (закредитованность). Деятельность ведется в сфере: Строительство, локация: moscow city.",0,1.0,"Высокая долговая нагрузка в условиях активного роста выручки и зрелого бизнеса в строительстве Москвы City создает риск дефолта. Строительство требует значительных капитальных вложений и длительного срока окупаемости, что увеличивает финансовую уязвимость при росте долгов. Если рост выручки не компенсирует рост обязательств (например, из-за высоких процентных ставок или снижения ликвидности), компания может столкнуться с дефицитом денежного потока, что приведет к банкротству."
6683016090.0,"зрелая компания. прибыльный бизнес, активный рост выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: sverdlovsk.",0,1.0,"Активный рост выручки в сфере автосервиса может быть обусловлен сезонным спадом спроса на ремонт автомобилей зимой или во время отпусков. Даже при устойчивом капитале и низкой долге, зависимость от региональной экономики Свердловска (например, снижение промышленного спроса на транспорт) может привести к резкому падению выручки. Кроме того, высокая конкуренция в регионе и возможная зависимость от устаревших технологий (например, низкая цифровизация сервисов) создают риск снижения маржи, что может привести к дефолту при резком сокращении клиентской базы."
7706461736.0,"зрелая компания. убыточный бизнес, стагнирующая/стабильная выручка. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: moscow city.",0,1.0,"Несмотря на финансовую устойчивость (капитал покрывает долги), убыточный бизнес в зрелой отрасли с стагнирующей выручкой указывает на неэффективность модели. В сфере автотранспорта высокие операционные затраты и зависимость от спроса на услуги (например, снижение числа автомобилей в Москве или рост стоимости аренды в Moscow City) могут привести к систематическим убыткам. Даже при наличии ликвидности компания не сможет покрыть долгосрочные обязательства без роста выручки, что создает риск дефолта."
6617012014.0,"старая укоренившаяся компания. убыточный бизнес, сильное падение выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: sverdlovsk.",0,1.0,"Несмотря на финансовую устойчивость (капитал покрывает долги), комбинация убыточного бизнеса и сильного падения выручки в условиях региональной специфики (Свердловск — промышленный регион с чувствительным спросом на автосервис) создает риск дефолта. Убыток снижает резервы капитала, что ограничивает возможность погашения долгов в будущем, особенно если выручка не восстановится. Даже при текущей устойчивости, хроническая потеря доходов может привести к накоплению убытков и снижению финансовой гибкости."
5027153405.0,"старая укоренившаяся компания. убыточный бизнес, стагнирующая/стабильная выручка. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Операции с недвижимостью, локация: moscow city.",0,1.0,"Компания, работающая в сфере недвижимости в Москве, сталкивается с высокой конкуренцией и рисками снижения спроса на рынке. Убыточный бизнес при стагнирующей выручке указывает на низкую операционную эффективность. Даже если капитал покрывает долги, долгосрочные убытки могут привести к эрозии капитала и увеличению финансовых обязательств. В условиях нестабильности рынка недвижимости (например, роста процентных ставок или снижения спроса) компания может столкнуться с невозможностью покрытия долгов из-за ухудшения ликвидности активов и роста операционных расходов."
7734012644.0,"старая укоренившаяся компания. убыточный бизнес, сильное падение выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Операции с недвижимостью, локация: moscow city.",0,1.0,"Несмотря на финансовую устойчивость (капитал покрывает долги), комбинация убыточного бизнеса и резкого падения выручки в условиях сегментной специфики недвижимости в Москве City создает системный риск. Убыток указывает на неэффективность управления активами (например, излишние затраты на поддержку неперспективных объектов или снижение ликвидности арендных площадей). Падение выручки может быть связано с ухудшением спроса на коммерческую недвижимость в условиях макроэкономической нестабильности (например, рост арендной платы без соответствующего роста спроса). Даже при наличии собственного капитала, убыточность бизнеса приведет к истощению ликвидных средств, что увеличит зависимость от долгосрочных кредитов. В условиях сегментной специфики (например, высокие барьеры входа для новых игроков) компания может столкнуться с необходимостью продажи активов по низкой цене, что усугубит финансовую ситуацию."
6670245568.0,"старая укоренившаяся компания. убыточный бизнес, сильное падение выручки. финансово устойчивая (капитал покрывает долги). Деятельность ведется в сфере: Торговля и ремонт автотранспорта, локация: sverdlovsk.",0,1.0,"Несмотря на текущую финансовую устойчивость (капитал покрывает долги), комбинация убыточного бизнеса и сильного падения выручки создает риск долгосрочной неликвидности. В отрасли торговли автотранспортом в Свердловске снижение спроса на услуги ремонта (например, из-за перехода на электромобили или экономии на запчастях) может привести к систематическому ухудшению ликвидности. Даже при наличии резервов, непрерывные убытки истощат собственный капитал, что в долгосрочной перспективе сделает компанию зависимой от внешних источников финансирования, увеличивая вероятность дефолта."
